"invoice_id","supplier_id","supplier_name","supplier_tax_id","invoice_number","invoice_date","invoice_due_date","invoice_submission_date","invoice_amount","currency","payment_date","payment_amount","payment_method","payment_reference","payment_status","days_to_payment","is_overdue","created_at","updated_at"
"INV-01072","SUP-15301","Silverline Shipping Ltd.","GB281746920","SSL-2024-205","2024-03-06","2024-04-05","2024-03-08","150","GBP","2024-03-14","150","credit_card","TRX20240314SSL","paid","6","false","2024-03-08T13:05:24","2024-03-14T17:18:23"
"INV-01073","SUP-30015","Riverside Office Supplies","US902118274","RSO-2024-1795","2024-03-10","2024-04-09","2024-03-11","498.29","USD","2024-03-20","498.29","cash","TRX20240320RSO","paid","9","false","2024-03-11T10:29:36","2024-03-20T15:11:09"
"INV-01074","SUP-09121","Alpine Hardware GmbH","DE182736459","AH-2024-011","2024-03-08","2024-04-07","2024-03-10","720","EUR","2024-03-19","720","bank_transfer","TRX20240319AH","paid","9","false","2024-03-10T14:15:32","2024-03-19T09:48:10"
"INV-01075","SUP-41120","Northland Foods","SE765432109","NF-2024-1011","2024-03-18","2024-04-17","2024-03-19","249.95","SEK","2024-03-30","249.95","bank_transfer","","paid","11","false","2024-03-19T12:23:16","2024-03-30T10:41:15"
"INV-01076","SUP-07834","Global Chemical Partners","DE208374601","GCP-INV-434","2024-03-17","2024-04-16","2024-03-18","179","EUR","2024-03-28","179","cash","TRX20240328GCP","paid","10","false","2024-03-18T08:41:29","2024-03-28T15:07:40"
"INV-01077","SUP-63177","BluePeak Supplies","US412987632","BP-2024-0037","2024-03-20","2024-04-19","2024-03-22","123.12","USD","","","","","pending","","false","2024-03-22T09:16:12","2024-03-22T09:16:12"
"INV-01078","SUP-08123","Western Electric Group","US431876592","WEG-2024-224","2024-03-01","2024-03-31","2024-03-03","0","USD","","","","","cancelled","","false","2024-03-03T10:10:10","2024-03-03T10:10:10"
"INV-01079","SUP-12009","Vega Medical Supplies","US482193746","VMS-2024-021","2024-02-14","2024-03-16","2024-02-16","2087.45","USD","2024-02-24","2087.45","bank_transfer","TRX20240224VMS","paid","8","false","2024-02-16T16:24:53","2024-02-24T12:32:16"
"INV-01080","SUP-50042","Eastern Technologies Ltd","CN812736492","ETL-INV-2900","2024-03-07","2024-04-06","2024-03-09","760","CNY","2024-03-20","760","check","","paid","11","false","2024-03-09T10:44:15","2024-03-20T13:30:40"
"INV-01081","SUP-70018","Urban Waterworks, Inc.","","UW-2024-11","2024-03-25","2024-04-24","2024-03-27","180","CAD","","","","","pending","","false","2024-03-27T09:21:30","2024-03-27T09:21:30"
"INV-01082","SUP-90023","Starlight Energy Plc","GB385920174","SE-2024-108","2024-03-11","2024-04-10","2024-03-13","2450","GBP","2024-04-13","2450","bank_transfer","TRX20240413SE","paid","31","true","2024-03-13T14:31:53","2024-04-13T12:40:39"
"INV-01083","SUP-09121","Alpine Hardware GmbH","DE182736459","AH-2024-016","2024-03-26","2024-04-25","2024-03-27","125","EUR","","","","","pending","","false","2024-03-27T15:30:12","2024-03-27T15:30:12"
"INV-01084","SUP-90114","Sunrise Petroleum Ltd","BR982173650","SP-2024-206","2024-03-09","2024-04-08","2024-03-10","149.99","BRL","2024-03-23","149.99","cash","TRX20240323SP","paid","13","false","2024-03-10T13:06:25","2024-03-23T14:35:59"
"INV-01085","SUP-01112","Rapid-IT Services","US192834761","RIT-2024-115","2024-03-26","2024-04-25","2024-03-27","350","USD","2024-04-12","350","bank_transfer","TRX20240412RIT","paid","16","false","2024-03-27T11:27:09","2024-04-12T10:49:07"
"INV-01086","SUP-50042","Eastern Technologies Ltd","CN812736492","ETL-INV-2907","2024-03-22","2024-04-21","2024-03-24","985","CNY","","","","","cancelled","","false","2024-03-24T13:59:32","2024-03-24T13:59:32"
"INV-01087","SUP-84519","Greenfield Paper Co.","","GP-2024-0092","2024-03-23","2024-04-22","2024-03-25","159.6","GBP","2024-03-30","159.6","cash","TRX20240330GPC","paid","5","false","2024-03-25T10:10:52","2024-03-30T10:10:52"
"INV-01088","SUP-63177","BluePeak Supplies","US412987632","BP-2024-0041","2024-03-25","2024-04-24","2024-03-27","215","USD","2024-04-10","215","cash","TRX20240410BP","paid","14","false","2024-03-27T14:17:23","2024-04-10T14:17:23"
"INV-01089","SUP-07834","Global Chemical Partners","DE208374601","GCP-INV-440","2024-03-25","2024-04-24","2024-03-27","128","EUR","2024-04-08","128","credit_card","","paid","12","false","2024-03-27T12:10:37","2024-04-08T12:10:37"
"INV-01090","SUP-01112","Rapid-IT Services","US192834761","RIT-2024-120","2024-03-28","2024-04-27","2024-03-30","1200","USD","","","","","pending","","false","2024-03-30T10:05:21","2024-03-30T10:05:21"
"INV-01091","SUP-09121","Alpine Hardware GmbH","DE182736459","AH-2024-022","2024-03-29","2024-04-28","2024-03-31","98.45","EUR","","","","","cancelled","","false","2024-03-31T14:04:44","2024-03-31T14:04:44"
"INV-01092","SUP-08123","Western Electric Group","US431876592","WEG-2024-231","2024-03-28","2024-04-27","2024-03-30","199.99","USD","2024-04-10","199.99","cash","TRX20240410WEG","paid","11","false","2024-03-30T08:23:45","2024-04-10T08:23:45"
"INV-01093","SUP-12009","Vega Medical Supplies","US482193746","VMS-2024-028","2024-03-23","2024-04-22","2024-03-24","950","USD","2024-04-08","950","bank_transfer","TRX20240408VMS","paid","15","false","2024-03-24T10:29:16","2024-04-08T11:09:10"
"INV-01094","SUP-41120","Northland Foods","SE765432109","NF-2024-1015","2024-03-27","2024-04-26","2024-03-29","314.5","SEK","2024-04-08","314.5","bank_transfer","TRX20240408NF","paid","10","false","2024-03-29T10:44:00","2024-04-08T10:44:00"
"INV-01095","SUP-84519","Greenfield Paper Co.","","GP-2024-0097","2024-03-30","2024-04-29","2024-04-01","110","GBP","","","","","pending","","false","2024-04-01T13:33:12","2024-04-01T13:33:12"
"INV-01096","SUP-90114","Sunrise Petroleum Ltd","BR982173650","SP-2024-213","2024-03-31","2024-04-30","2024-04-02","100","BRL","2024-04-13","100","cash","TRX20240413SPL","paid","11","false","2024-04-02T10:58:12","2024-04-13T10:58:12"
"INV-01097","SUP-09121","Alpine Hardware GmbH","DE182736459","AH-2024-029","2024-04-01","2024-05-01","2024-04-03","124","EUR","","","","","pending","","false","2024-04-03T09:11:13","2024-04-03T09:11:13"
"INV-01098","SUP-08123","Western Electric Group","US431876592","WEG-2024-240","2024-04-01","2024-05-01","2024-04-03","130","USD","2024-04-15","130","bank_transfer","TRX20240415WEG","paid","12","false","2024-04-03T14:13:12","2024-04-15T14:13:12"
"INV-01099","SUP-70018","Urban Waterworks, Inc.","","UW-2024-15","2024-04-02","2024-05-02","2024-04-04","145","CAD","","","","","cancelled","","false","2024-04-04T11:02:11","2024-04-04T11:02:11"
"INV-01100","SUP-01112","Rapid-IT Services","US192834761","RIT-2024-127","2024-04-04","2024-05-04","2024-04-05","195","USD","","","","","pending","","false","2024-04-05T10:33:44","2024-04-05T10:33:44"
"INV-00351","SUP-21003","Global Machinery Corp","US542398102","GMC-7523-24","2024-03-11","2024-04-10","2024-03-13","1120.75","USD","2024-03-24","1120.75","bank_transfer","TRX240311GMC1","paid","11","false","2024-03-13T10:12:20","2024-03-24T13:41:08"
"INV-00352","SUP-21003","Global Machinery Corp","US542398102","GMC-7524-24","2024-04-01","2024-05-01","2024-04-02","1650.1","USD","2024-04-15","1650.1","bank_transfer","TRX240401GMC2","paid","13","false","2024-04-02T09:18:02","2024-04-15T18:44:10"
"INV-00353","SUP-69809","Brightline Electronics Ltd.","GB695203872","BE-0423-110","2023-12-19","2024-01-18","2023-12-20","785","GBP","2024-01-05","785","bank_transfer","TRX241105BE","paid","16","false","2023-12-20T11:20:55","2024-01-05T14:12:34"
"INV-00354","SUP-89312","Delta Agro Industries","IN098732165","DELTA/2024/034","2024-01-10","2024-02-09","2024-01-12","154.25","INR","","","","","pending","","false","2024-01-12T15:22:12","2024-01-12T15:22:12"
"INV-00355","SUP-00317","Horizon Textiles","FR203948572","HZT-2024-05-001","2024-05-01","2024-06-01","2024-05-02","32000","EUR","2024-06-20","32000","credit_card","TRX241620HZT","paid","49","true","2024-05-02T10:00:00","2024-06-20T14:40:33"
"INV-00356","SUP-00317","Horizon Textiles","FR203948572","HZT-2024-05-002","2024-05-10","2024-06-10","2024-05-12","0","EUR","","","","","cancelled","","false","2024-05-12T08:53:11","2024-05-12T08:53:11"
"INV-00357","SUP-32451","Greenfields Chemicals","DE849302715","GFC-2024-0029","2024-03-18","2024-04-17","2024-03-19","750.9","EUR","2024-04-03","750.9","bank_transfer","TRX240403GFC","paid","15","false","2024-03-19T09:02:49","2024-04-03T16:08:32"
"INV-00358","SUP-54672","Atlas Office Solutions","CA345609183","AOS-2024-175","2024-02-01","2024-03-03","2024-02-02","450","CAD","","","","","overdue","","true","2024-02-02T14:09:46","2024-03-15T09:00:00"
"INV-00359","SUP-47953","Sunrise Construction Ltd.","GB839201756","SCL-2024-0214","2024-01-22","2024-02-22","2024-01-22","1295000","GBP","","","","","overdue","","true","2024-01-22T12:22:59","2024-03-19T08:31:41"
"INV-00360","SUP-44201","Zenith Pharmaceuticals","SE495320184","ZEN-24-109","2024-02-10","2024-03-12","2024-02-11","14250","SEK","2024-03-25","14250","bank_transfer","TRX245325ZEN","paid","43","true","2024-02-11T07:00:00","2024-03-25T12:10:17"
"INV-00361","SUP-44201","Zenith Pharmaceuticals","SE495320184","ZEN-24-110","2024-03-03","2024-04-02","2024-03-05","13500","SEK","2024-03-25","13500","check","TRX245325ZEN2","paid","20","false","2024-03-05T09:40:21","2024-03-25T16:05:19"
"INV-00362","SUP-10982","Evergreen Timberworks","","EVT-2024-99","2024-04-12","2024-05-12","2024-04-13","285.9","USD","","","","","pending","","false","2024-04-13T08:07:47","2024-04-13T08:07:47"
"INV-00363","SUP-98433","Pacific Maritime Services","US983271092","PMS-2024-342","2024-01-18","2024-02-17","2024-01-19","1220.5","USD","2024-01-28","1220.5","cash","TRX241228PMS","paid","9","false","2024-01-19T14:32:22","2024-01-28T15:44:10"
"INV-00364","SUP-98433","Pacific Maritime Services","US983271092","PMS-2024-343","2024-02-17","2024-03-18","2024-02-18","1120","USD","2024-03-02","1120","cash","TRX243302PMS2","paid","13","false","2024-02-18T10:12:44","2024-03-02T13:11:05"
"INV-00365","SUP-39721","UrbanTech Solutions","US192837465","UTS-2024-781","2024-01-30","2024-03-01","2024-01-31","2590000","USD","","","","","overdue","","true","2024-01-31T08:59:11","2024-04-01T17:39:29"
"INV-00366","SUP-61004","AgriNova Exports","BR302918374","ANX-2024-0452","2024-02-11","2024-03-13","2024-02-15","8700","BRL","2024-03-25","8700","credit_card","TRX243325ANX","paid","39","true","2024-02-15T15:19:33","2024-03-25T16:17:49"
"INV-00367","SUP-61004","AgriNova Exports","BR302918374","ANX-2024-0453","2024-03-08","2024-04-09","2024-03-10","9600","BRL","2024-04-12","9600","bank_transfer","TRX244412ANX","paid","33","true","2024-03-10T08:54:29","2024-04-12T14:18:39"
"INV-00368","SUP-91245","Alpha Steelworks","US771230984","ALPHA-2024-021","2024-02-12","2024-03-13","2024-02-13","300.5","USD","","","","","pending","","false","2024-02-13T12:05:12","2024-02-13T12:05:12"
"INV-00369","SUP-91245","Alpha Steelworks","US771230984","ALPHA-2024-022","2024-03-15","2024-04-14","2024-03-16","250","USD","2024-03-27","200","cash","TRX243327ALPHA","partial","11","false","2024-03-16T09:45:20","2024-03-27T14:21:45"
"INV-00370","SUP-22444","Northern Logistics Ltd.","","NL-INV-2024-088","2024-01-22","2024-02-21","2024-01-25","174","CAD","","","","","pending","","false","2024-01-25T08:13:31","2024-01-25T08:13:31"
"INV-00371","SUP-22444","Northern Logistics Ltd.","","NL-INV-2024-089","2024-03-02","2024-04-01","2024-03-03","180","CAD","","","","","cancelled","","false","2024-03-03T09:41:10","2024-03-03T09:41:10"
"INV-00372","SUP-11011","Novatek Medical","US548932710","NTK-2024-190","2024-02-10","2024-03-12","2024-02-13","1280","USD","2024-02-24","1280","bank_transfer","TRX242224NTK","paid","11","false","2024-02-13T11:18:07","2024-02-24T13:14:27"
"INV-00373","SUP-11011","Novatek Medical","US548932710","NTK-2024-191","2024-04-01","2024-05-01","2024-04-02","1560","USD","2024-04-13","1560","bank_transfer","TRX244213NTK","paid","11","false","2024-04-02T09:21:44","2024-04-13T13:00:09"
"INV-00374","SUP-78712","Blue Ocean Imports","JP398210472","BOI-2024-355","2024-03-11","2024-04-10","2024-03-13","500","JPY","","","","","pending","","false","2024-03-13T10:33:12","2024-03-13T10:33:12"
"INV-00375","SUP-78712","Blue Ocean Imports","JP398210472","BOI-2024-356","2024-04-04","2024-05-04","2024-04-05","135.5","JPY","","","","","cancelled","","false","2024-04-05T11:09:12","2024-04-05T11:09:12"
"INV-00376","SUP-60128","Lighthouse Marine","US198273465","LM-INV-2024-029","2024-01-05","2024-02-04","2024-01-07","165","USD","","","","","pending","","false","2024-01-07T13:00:00","2024-01-07T13:00:00"
"INV-00377","SUP-60128","Lighthouse Marine","US198273465","LM-INV-2024-030","2024-02-15","2024-03-16","2024-02-16","200","USD","2024-02-28","200","check","TRX242228LM","paid","12","false","2024-02-16T14:22:13","2024-02-28T17:11:17"
"INV-00378","SUP-43897","Solaris Energy","US498271093","SOL-2024-017","2024-03-20","2024-04-19","2024-03-21","1800","USD","2024-03-29","1800","bank_transfer","TRX243329SOL","paid","8","false","2024-03-21T11:45:30","2024-03-29T13:08:45"
"INV-00379","SUP-43897","Solaris Energy","US498271093","SOL-2024-018","2024-04-10","2024-05-10","2024-04-12","2100","USD","2024-04-25","2100","bank_transfer","TRX244225SOL","paid","13","false","2024-04-12T08:27:10","2024-04-25T10:34:33"
"INV-00380","SUP-55521","Arctic Supplies Co.","","ASC-2024-032","2024-02-13","2024-03-15","2024-02-15","158","USD","","","","","pending","","false","2024-02-15T12:32:54","2024-02-15T12:32:54"
"INV-00381","SUP-55521","Arctic Supplies Co.","","ASC-2024-033","2024-04-05","2024-05-05","2024-04-06","96.5","USD","","","","","cancelled","","false","2024-04-06T09:44:00","2024-04-06T09:44:00"
"INV-00382","SUP-38380","VistaTech Components","US381927364","VTC-2024-018","2024-03-02","2024-04-01","2024-03-04","300","USD","","","","","pending","","false","2024-03-04T10:08:50","2024-03-04T10:08:50"
"INV-00383","SUP-38380","VistaTech Components","US381927364","VTC-2024-019","2024-04-13","2024-05-13","2024-04-14","120","USD","2024-04-27","85","cash","","partial","13","false","2024-04-14T13:23:00","2024-04-27T15:21:00"
"INV-00384","SUP-21478","Redstone Food Processors","US493820145","RFP-2024-127","2024-02-15","2024-03-17","2024-02-16","980","USD","","","","","overdue","","true","2024-02-16T11:30:11","2024-03-18T08:16:00"
"INV-00385","SUP-88321","Orion Biotech Group","US891237094","OBG-2024-068","2024-03-20","2024-04-19","2024-03-21","800","USD","2024-03-30","800","bank_transfer","TRX243330OBG","paid","9","false","2024-03-21T13:40:00","2024-03-30T10:20:00"
"INV-00386","SUP-88321","Orion Biotech Group","US891237094","OBG-2024-069","2024-04-15","2024-05-15","2024-04-16","820","USD","2024-04-29","820","bank_transfer","TRX244229OBG2","paid","13","false","2024-04-16T14:11:00","2024-04-29T16:12:00"
"INV-00387","SUP-66319","Metro Freight Ltd.","","MFL-2024-0027","2024-03-03","2024-04-02","2024-03-04","92","USD","","","","","cancelled","","false","2024-03-04T11:00:00","2024-03-04T11:00:00"
"INV-00388","SUP-66319","Metro Freight Ltd.","","MFL-2024-0028","2024-04-09","2024-05-09","2024-04-10","118","USD","","","","","pending","","false","2024-04-10T09:45:00","2024-04-10T09:45:00"
"INV-00389","SUP-89212","Eastern Power Systems","US145623987","EPS-2024-099","2024-03-10","2024-04-09","2024-03-12","500000","USD","","","","","overdue","","true","2024-03-12T12:30:00","2024-04-12T13:10:00"
"INV-00390","SUP-89212","Eastern Power Systems","US145623987","EPS-2024-100","2024-04-01","2024-05-01","2024-04-03","1200000","USD","","","","","overdue","","true","2024-04-03T08:20:00","2024-05-05T10:10:00"
"INV-00391","SUP-54210","Silverline Supplies","US981273654","SLS-2024-041","2024-04-15","2024-05-15","2024-04-15","590","USD","2024-04-28","590","cash","TRX244228SLS","paid","13","false","2024-04-15T12:30:00","2024-04-28T17:00:00"
"INV-00392","SUP-54210","Silverline Supplies","US981273654","SLS-2024-042","2024-05-03","2024-06-02","2024-05-04","610","USD","","","","","pending","","false","2024-05-04T10:11:00","2024-05-04T10:11:00"
"INV-00393","SUP-83554","Midas Engineering","IN482093174","MID-2024-074","2024-04-20","2024-05-20","2024-04-22","170","INR","","","","","pending","","false","2024-04-22T13:00:00","2024-04-22T13:00:00"
"INV-00394","SUP-83554","Midas Engineering","IN482093174","MID-2024-075","2024-05-13","2024-06-12","2024-05-14","210","INR","2024-05-28","210","cash","TRX245228MID","paid","14","false","2024-05-14T09:30:00","2024-05-28T11:00:00"
"INV-00395","SUP-72901","Westbridge Materials","","WBM-2024-010","2024-03-05","2024-04-04","2024-03-06","410","GBP","","","","","overdue","","true","2024-03-06T11:22:00","2024-04-07T10:00:00"
"INV-00396","SUP-72901","Westbridge Materials","","WBM-2024-011","2024-04-19","2024-05-19","2024-04-21","390","GBP","","","","","pending","","false","2024-04-21T10:11:00","2024-04-21T10:11:00"
"INV-00397","SUP-11070","United Auto Spares","US198732014","UAS-2024-003","2024-01-24","2024-02-23","2024-01-25","1520000","USD","","","","","overdue","","true","2024-01-25T12:30:00","2024-03-05T08:10:00"
"INV-00398","SUP-11070","United Auto Spares","US198732014","UAS-2024-004","2024-02-22","2024-03-23","2024-02-24","1380000","USD","","","","","overdue","","true","2024-02-24T09:12:00","2024-03-25T10:00:00"
"INV-00399","SUP-87140","Apex Medical Devices","CA503298174","AMD-2024-051","2024-03-10","2024-04-09","2024-03-12","620","CAD","2024-03-23","620","bank_transfer","TRX243323AMD","paid","11","false","2024-03-12T09:30:00","2024-03-23T12:00:00"
"INV-00400","SUP-87140","Apex Medical Devices","CA503298174","AMD-2024-052","2024-04-14","2024-05-14","2024-04-15","780","CAD","","","","","pending","","false","2024-04-15T09:55:00","2024-04-15T09:55:00"
